,_id,count_with_activity
3842,Merion Station,4
3843,Bixby,4
3844,Morningside,4
3845,Pittsford,4
3846,Altamont,4
3847,Pleasant Ridge,4
3848,Greenbank,4
3849,Rubidoux,4
3850,Dresser,4
3851,Trainer,4
3852,New Hampton,4
3853,Penryn,4
3854,Florence Township,4
3855,Wernersville,4
3856,McGregor,4
3857,Cordova,4
3858,South Prairie,4
3859,Ogden,4
3860,Lathrop,4
3861,Sandy Spring,4
3862,Islamorada,4
3863,Point of Rocks,4
3864,Ivyland,4
3865,Little Egg Harbor Township,4
3866,Cross River,4
3867,Gordonville,4
3868,Skiatook,4
3869,Chattahoochee Hills,4
3870,Glenpool,4
3871,Dennis Port,4
3872,Radnor,4
3873,Nahant,4
3874,Mammoth,4
3875,Normandy,4
3876,Halesite,4
3877,South Hempstead,4
3878,Picacho,4
3879,Stacy,4
3880,Gold Hill,4
3881,Okahumpka,4
3882,Dix Hills,4
3883,Indian Head Park,4
3884,South Brunswick Township,4
3885,Windsor Hills,4
3886,Clements,4
3887,Petersburg,4
3888,Carver,4
3889,Intercourse,4
3890,Tracys Landing,4
3891,Norvelt,4
3892,Kershaw,4
3893,Christmas,4
3894,Washingtonville,4
3895,North Springfield,4
3896,Cherryville,4
3897,Mineral Springs,4
3898,Coal City,4
3899,Port Deposit,4
3900,Bethel Island,4
3901,Meadville,4
3902,Martindale,4
3903,Belle Isle,4
3904,Calhoun,4
3905,Cheltenham Township,4
3906,Taylors,4
3907,Slate Hill,4
3908,Harmony,4
3909,Okeana,4
3910,Volo,4
3911,Wolverine Lake,4
3912,New Egypt,4
3913,Pine Castle,4
3914,Agawam,4
3915,Fairlawn,4
3916,Hereford,4
3917,Carrollwood,4
3918,Melbourne Beach,4
3919,Monte Rio,4
3920,Sunset Hills,4
3921,Callaway,4
3922,Dalworthington Gardens,4
3923,Romoland,4
3924,Mt Lemmon,4
3925,Dexter,4
3926,Uncasville,4
3927,Ottawa,4
3928,Wisconsin Dells,4
3929,Alorton,4
3930,Webb City,4
3931,Kentfield,4
3932,Cockrell Hill,4
3933,Pescadero,4
3934,Hankamer,4
3935,Oyster Creek,4
3936,Saint Louis,4
3937,Broadlands,4
3938,Garden Ridge,4
3939,Merriam,4
3940,Fogelsville,4
3941,Tahlequah,4
3942,Colesville,4
3943,Creighton,4
3944,Yountville,4
3945,Ringoes,4
3946,St Davids,4
3947,Kirby,4
3948,Seabeck,4
3949,Plains,4
3950,Broadview Heights,4
3951,Hilliard,4
3952,Cologne,4
3953,Fort Lawn,4
3954,Ogdensburg,4
3955,Ross,4
3956,Piedmont,4
3957,Onalaska,4
3958,Travis AFB,4
3959,Reinholds,4
3960,Speonk,4
3961,Blue Mound,4
3962,Brewer,4
3963,Robesonia,4
3964,Cedar,4
3965,St Bernard,4
3966,Waukesha,4
3967,Yarnell,4
3968,Langley Park,4
3969,Potomac Falls,4
3970,Jaffrey,4
3971,Park Hills,4
3972,Glen Arm,4
3973,Norton,4
3974,Anderson,4
3975,Suquamish,4
3976,Azalea Park,4
3977,Narvon,3
3978,Millsboro,3
3979,Valley Ford,3
3980,Manayunk,3
3981,Little Chute,3
3982,Dent,3
3983,Penngrove,3
3984,Asheboro,3
3985,Garnett,3
3986,Eagle Creek,3
3987,North White Plains,3
3988,Woodlynne,3
3989,Bay Village,3
3990,Eau Claire,3
3991,Ellwood City,3
3992,Streetsboro,3
3993,Harwood,3
3994,Townsend,3
3995,Air Force Academy,3
3996,Nicolaus,3
3997,Wallkill,3
3998,Washington Park,3
3999,Moline,3
4000,Rossford,3
4001,Dunlevy,3
4002,Becker,3
4003,Bremen,3
4004,Elko New Market,3
4005,Pierson,3
4006,Olmos Park,3
4007,Moss Beach,3
4008,Cooksville,3
4009,Eatonville,3
4010,Sewaren,3
4011,Yacolt,3
4012,Coachella,3
4013,East Atlantic Beach,3
4014,Pomfret,3
4015,Carthage,3
4016,Occidental,3
4017,Rio Rico,3
4018,Fort Dix,3
4019,Horseshoe Bay,3
4020,Shadow Hills,3
4021,Hopelawn,3
4022,St James City,3
4023,Yorktown,3
4024,Chesterbrook,3
4025,Dundas,3
4026,Faulkner,3
4027,Millstone,3
4028,Nags Head,3
4029,Hazleton,3
4030,Solon,3
4031,West Jordan,3
4032,Sunol,3
4033,Brackenridge,3
4034,Calcutta,3
4035,Killingworth,3
4036,Harrisonburg,3
4037,Tomales,3
4038,Bowdon,3
4039,Waban,3
4040,McAfee,3
4041,Kulpsville,3
4042,Thomson,3
4043,East Compton,3
4044,Avon Lake,3
4045,Waverly,3
4046,Aptos,3
4047,Macedonia,3
4048,Great River,3
4049,Olalla,3
4050,Lincoln University,3
4051,Muncie,3
4052,Warsaw,3
4053,Englishtown,3
4054,Black Jack,3
4055,Ames,3
4056,Kalamazoo,3
4057,Norwood Young America,3
4058,Galesville,3
4059,Whitmore Lake,3
4060,Port Gamble,3
4061,Incline Village,3
4062,Great Neck Plaza,3
4063,Garden Valley,3
4064,North Caldwell,3
4065,Montara,3
4066,Weirsdale,3
4067,Mt Olive Township,3
4068,Dunbar,3
4069,McChord AFB,3
4070,Emory,3
4071,Daisetta,3
4072,Ravensdale,3
4073,Bird in Hand,3
4074,China,3
4075,Wilkinsburg,3
4076,Nogales,3
4077,Claypool,3
4078,Gibraltar,3
4079,Armada,3
4080,Randolph AFB,3
4081,Dansville,3
4082,Batson,3
4083,Herminie,3
4084,Casco,3
4085,San Juan,3
4086,Parker Ford,3
4087,Wilkeson,3
4088,Rollingwood,3
4089,Scurry,3
4090,McCandless,3
4091,West Carrollton,3
4092,Adairsville,3
4093,Krugerville,3
4094,Pelham Manor,3
4095,Gorham,3
4096,Sandpoint,3
4097,Laytonsville,3
4098,Elburn,3
4099,Young,3
4100,Fort Morgan,3
4101,Delaware City,3
4102,Mt Washington,3
4103,Denison,3
4104,Brambleton,3
4105,Kilgore,3
4106,La Vista,3
4107,Strongsville,3
4108,Quogue,3
4109,Holliston,3
4110,Sanatoga,3
4111,Lincolnia,3
4112,Avoca,3
4113,East Carondelet,3
4114,Sargent,3
4115,Atascadero,3
4116,Fruit Cove,3
4117,Ocklawaha,3
4118,West Redding,3
4119,Fountain Hill,3
4120,Rehoboth Beach,3
4121,Jenkinsburg,3
4122,Hawley,3
4123,Anderson Island,3
4124,Peridot,3
4125,Mustang Ridge,3
4126,Campbell Hall,3
4127,Ocean Shores,3
4128,Opp,3
4129,Hillburn,3
4130,Hungerford,3
4131,Eloise,3
4132,Howell Township,3
4133,Camino,3
4134,Hampshire,3
4135,Great Mills,3
4136,Merced,3
4137,Minotola,3
4138,Archdale,3
4139,Marshfield,3
4140,Port Tobacco,3
4141,Luck,3
4142,Green Island,3
4143,Ruston,3
4144,Mt Penn,3
4145,Evans City,3
4146,Oakwood,3
4147,Brooklyn Heights,3
4148,Nicasio,3
4149,Gervais,3
4150,Rolling Hills,3
4151,Alviso,3
4152,Wallisville,3
4153,Mechanicsburg,3
4154,Harpers Ferry,3
4155,Newport News,3
4156,Upper Chichester Township,3
4157,Sloughhouse,3
4158,West Lafayette,3
4159,Cedar Crest,3
4160,Levelland,3
4161,Shelter Island Heights,3
4162,Canal Fulton,3
4163,Rochdale,3
4164,Pine Hills,3
4165,Eagle Pass,3
4166,Harlingen,3
4167,Cherry Hills Village,3
4168,St Johns,3
4169,West Valley City,3
4170,Holyoke,3
4171,Grovetown,3
4172,Concordville,3
4173,Adair,3
4174,Lower Salford Township,3
4175,Hamshire,3
4176,East Petersburg,3
4177,Belchertown,3
4178,Parkdale,3
4179,McDade,3
4180,Weslaco,3
4181,North Providence,3
4182,Inglis,3
4183,Sabinal,3
4184,Vanderbilt,3
4185,Tarrs,3
4186,Pinckney,3
4187,Mt Gilead,3
4188,Sheffield,3
4189,Bolinas,3
4190,St Leonard,3
4191,Pismo Beach,3
4192,Canandaigua,3
4193,Forest View,3
4194,McGuire AFB,3
4195,Cottonwood Shores,3
4196,Manalapan,3
4197,Kinzers,3
4198,Harsens Island,3
4199,Snowflake,3
4200,Scenery Hill,3
4201,Clay Township,3
4202,South Coffeyville,3
4203,Aberdeen Proving Ground,3
4204,Roebling,3
4205,Linfield,3
4206,North Potomac,3
4207,Matagorda,3
4208,Ruffs Dale,3
4209,Dunsmuir,3
4210,Bulger,3
4211,Herculaneum,3
4212,Riverbank,3
4213,Maxwell,3
4214,Harrington Park,3
4215,Stevens Point,3
4216,Hamersville,3
4217,Leonardo,3
4218,North Bay Shore,3
4219,Breezy Point,3
4220,Higganum,3
4221,Lahaska,3
4222,Westerville,3
4223,Pooler,3
4224,Chesapeake,3
4225,Bar Harbor,3
4226,Gilford,3
4227,Clarkdale,3
4228,Upperco,3
4229,Yucca Valley,3
4230,Orchard Lake Village,3
4231,Northwood,3
4232,White River Junction,3
4233,New Athens,3
4234,Hyattstown,3
4235,New Vernon,3
4236,Byram Township,3
4237,Carnelian Bay,3
4238,Ranson,3
4239,Lagunitas,3
4240,Latonia,3
4241,Minnetrista,3
4242,Broadway,3
4243,Evansville,3
4244,Atherton,3
4245,Groesbeck,3
4246,Palm Shores,3
4247,Suitland,3
4248,Lonsdale,3
4249,Sandy Hook,3
4250,Camp Hill,3
4251,Dilley,3
4252,Weddington,3
4253,Grove City,3
4254,Mashantucket,3
4255,Neptune Beach,3
4256,Cabin John,3
4257,Hainesville,3
4258,Gladwyne,3
4259,Biloxi,3
4260,Keystone,3
4261,Bethany,3
4262,Windham,3
4263,High Falls,3
4264,Blessing,3
4265,Ketchum,3
4266,Descanso,3
4267,West River,3
4268,Escalon,3
4269,Kerens,3
4270,Parma,3
4271,South Hills,3
4272,Moulton,3
4273,Fishers Island,3
4274,Union Park,3
4275,Laconia,3
4276,Edmond,3
4277,Ladue,3
4278,Rices Landing,3
4279,Sweetwater,3
4280,St Georges,3
4281,Grand Island,3
4282,Huachuca City,2
4283,Sumter,2
4284,Montverde,2
4285,Mt Hood,2
4286,West University Place,2
4287,Metamora,2
4288,Thayer,2
4289,Lehighton,2
4290,Roxbury Township,2
4291,Hanscom AFB,2
4292,Fairport,2
4293,Llano,2
4294,Ware,2
4295,Wagoner,2
4296,Cove,2
4297,Mary Esther,2
4298,Haverhill,2
4299,North Myrtle Beach,2
4300,Palm,2
4301,Pocatello,2
4302,Tullytown,2
4303,Lehi,2
4304,Rexburg,2
4305,Fox Island,2
4306,Ozark,2
4307,Alloway,2
4308,Pleasant Plain,2
4309,Gallatin,2
4310,Cape Carteret,2
4311,Rotonda West,2
4312,Marengo,2
4313,Eaton Park,2
4314,LaGrange,2
4315,Wappingers Falls,2
4316,West Tawakoni,2
4317,Port Royal,2
4318,Dunmore,2
4319,Evendale,2
4320,Reynoldsburg,2
4321,Houlton,2
4322,Brookeville,2
4323,Riegelsville,2
4324,Fort Carson,2
4325,Acme,2
4326,Ingomar,2
4327,Upper Chichester,2
4328,Highland City,2
4329,Demarest,2
4330,Taftville,2
4331,Iredell,2
4332,Brinnon,2
4333,Van Buren,2
4334,Port Republic,2
4335,Rosendale,2
4336,Roxana,2
4337,Helena,2
4338,Providence Village,2
4339,El Granada,2
4340,Huntington Woods,2
4341,Pell City,2
4342,New Chicago,2
4343,Harrington,2
4344,Window Rock,2
4345,Star City,2
4346,Paige,2
4347,Duncans Mills,2
4348,Rittman,2
4349,Moses Lake,2
4350,Green Village,2
4351,Rosanky,2
4352,Woodacre,2
4353,Kitty Hawk,2
4354,Peterborough,2
4355,Wauna,2
4356,Lincroft,2
4357,Raeford,2
4358,Manchester Township,2
4359,Indian Hills,2
4360,Elbert,2
4361,Bolivar,2
4362,Britton,2
4363,Herald,2
4364,Far Hills,2
4365,Guy,2
4366,Dallastown,2
4367,Boyds,2
4368,Welcome,2
4369,Sugarcreek Township,2
4370,North Little Rock,2
4371,Waterbury,2
4372,Goodrich,2
4373,New Oxford,2
4374,McPherson,2
4375,South Bend,2
4376,Dunnigan,2
4377,Honesdale,2
4378,Newberry,2
4379,Hardin,2
4380,South Windsor,2
4381,Manheim,2
4382,East Providence,2
4383,Shafer,2
4384,Rankin,2
4385,East Haddam,2
4386,Fort Scott,2
4387,West Greenwich,2
4388,Wenham,2
4389,Mt Shasta,2
4390,Polkton,2
4391,Weed,2
4392,Grants,2
4393,Elverta,2
4394,Lindale,2
4395,West Lebanon,2
4396,Harrison Township,2
4397,Carversville,2
4398,Donald,2
4399,Goldsboro,2
4400,Pitcairn,2
4401,Rillton,2
4402,Grandview Heights,2
4403,Mertztown,2
4404,Lee,2
4405,Granville,2
4406,Babson Park,2
4407,Century City,2
4408,Damon,2
4409,Lester,2
4410,Raywood,2
4411,Port Barrington,2
4412,Seekonk,2
4413,Creamery,2
4414,Point Comfort,2
4415,Fawnskin,2
4416,MASHANTUCKET,2
4417,Chehalis,2
4418,Robinson Township,2
4419,Yates Center,2
4420,Linda,2
4421,Whitehouse,2
4422,Marbury,2
4423,Citrus Park,2
4424,Green Township,2
4425,Johns Island,2
4426,Norman,2
4427,Holly Hill,2
4428,Arkansas City,2
4429,Summerville,2
4430,Hope Valley,2
4431,Marcy,2
4432,Winston,2
4433,Shohola,2
4434,Gridley,2
4435,Yalaha,2
4436,Bromley,2
4437,Forest Knolls,2
4438,Tomkins Cove,2
4439,Hawthorn Woods,2
4440,Brightwood,2
4441,Kimberly,2
4442,Rio Medina,2
4443,Davison,2
4444,West Alton,2
4445,Terre Hill,2
4446,Pala,2
4447,West Union,2
4448,Lookout Mountain,2
4449,Fairmount Heights,2
4450,Mt Pocono,2
4451,North Charleston,2
4452,Phenix City,2
4453,Smiley,2
4454,East Stroudsburg,2
4455,Silver Grove,2
4456,Thermal,2
4457,Minden,2
4458,Mitchell,2
4459,Landisville,2
4460,Indianola,2
4461,Nanjemoy,2
4462,North Middletown,2
4463,South Dennis,2
4464,Kaukauna,2
4465,Fairfield Township,2
4466,Idaho Falls,2
4467,Bodega,2
4468,Grimes,2
4469,Mira Mesa,2
4470,Carrboro,2
4471,Bethany Beach,2
4472,Springvale,2
4473,Grosse Pointe Township,2
4474,Pine Valley,2
4475,Broderick,2
4476,Lakemoor,2
4477,Harmans,2
4478,Pearl,2
4479,Front Royal,2
4480,Layton,2
4481,Adamsburg,2
4482,West Trenton,2
4483,Third Lake,2
4484,Gardner,2
4485,Michigan City,2
4486,Richeyville,2
4487,Cantonment,2
4488,Victor,2
4489,Kenwood,2
4490,Hallsville,2
4491,Blairstown,2
4492,West Leechburg,2
4493,Lincoln Heights,2
4494,Ivoryton,2
4495,Rossville,2
4496,Pleasant Unity,2
4497,Roberts,2
4498,Cut and Shoot,2
4499,Columbiana,2
4500,Blum,2
4501,Gray,2
4502,Ridge Manor,2
4503,Pingree Grove,2
4504,Boardman,2
4505,Garrison,2
4506,Center Point,2
4507,Leona Valley,2
4508,Kearneysville,2
4509,Smithfield,2
4510,Forsyth,2
4511,Mt Morris,2
4512,Portsmouth,2
4513,Zebulon,2
4514,Baiting Hollow,2
4515,Marlborough,2
4516,Seven Valleys,2
4517,Luna Pier,2
4518,Raytown,2
4519,Captiva,2
4520,Glen Riddle,2
4521,South Rockwood,2
4522,Aumsville,2
4523,Remsenburg,2
4524,Crossing,2
4525,Faith,2
4526,Lacy Lakeview,2
4527,Zimmerman,2
4528,East Amherst,2
4529,Long Hill,2
4530,Anniston,2
4531,Leakey,2
4532,South Easton,2
4533,Kiawah Island,2
4534,Spencerville,2
4535,Harwich,2
4536,Orono,2
4537,Goleta,2
4538,Cornville,2
4539,Graford,2
4540,Eastaboga,2
4541,Gaffney,2
4542,Lake Los Angeles,2
4543,Lochbuie,2
4544,Winsted,2
4545,Menomonee Falls,2
4546,Melbourne Village,2
4547,Leominster,2
4548,Laurence Harbor,2
4549,Oak Glen,2
4550,Plattekill,2
4551,Bel Alton,2
4552,Allenport,2
4553,Hutchinson,2
4554,Upper Deerfield Township,2
4555,Anderson Township,2
4556,Point Pleasant,2
4557,North Liberty,2
4558,Morriston,2
4559,Corbett,2
4560,Primm,2
4561,Wilbraham,2
4562,Cameron,2
4563,Belle Harbor,2
4564,Woonsocket,2
4565,Fort Huachuca,2
4566,Chino Valley,2
4567,Rancho Dominguez,2
4568,Fischer,2
4569,Hartland Township,2
4570,Oceanport,2
4571,Laughlin,2
4572,Girard,2
4573,West Brookfield,2
4574,Seven Corners,2
4575,Buckeystown,2
4576,Nokesville,2
4577,Ray,2
4578,Yelm,2
4579,Trotwood,2
4580,Spartanburg,2
4581,Boonsboro,2
4582,Biscoe,2
4583,Applegate,2
4584,West Monroe,2
4585,Astatula,2
4586,Alburtis,2
4587,Fort Lewis,2
4588,Waddell,2
4589,Moss Bluff,2
4590,Warr Acres,2
4591,Clearfield,2
4592,Sagaponack,2
4593,Bowmansville,2
4594,Champaign,2
4595,Lagrangeville,2
4596,North Brentwood,2
4597,Gravette,2
4598,Cedar Vale,2
4599,Lisbon,2
4600,Mishawaka,2
4601,Sahuarita,2
4602,Daniel Island,2
4603,Weir,2
4604,,2
4605,North Smithfield,2
4606,Lido Beach,2
4607,Exeter,2
4608,Vails Gate,2
4609,Center Hill,2
4610,Peninsula,2
4611,Cayce,2
4612,Roseburg,2
4613,Cedar Brook,2
4614,Lake Shore,2
4615,Tuscaloosa,2
4616,Freehold,2
4617,DFW Airport,2
4618,Roeland Park,2
4619,Milmont Park,2
4620,Potrero,2
4621,Amesbury,2
4622,Marathon,2
4623,Tulare,2
4624,Horn Lake,2
4625,Howey In Hills,2
4626,Tijeras,2
4627,Howard,2
4628,Queen Valley,2
4629,Princeton Junction,2
4630,Eddington,2
4631,Lakehurst,2
4632,Catasauqua,2
4633,Fredon Township,2
4634,Cottage City,2
4635,Cuddy,2
4636,Scaggsville,2
4637,Thatcher,2
4638,Hinesville,2
4639,Alexis,2
4640,Crossville,2
4641,Bradley Beach,2
4642,Venetia,2
4643,West Bradford Township,2
4644,Bexley,2
4645,Fort Salonga,2
4646,Lindon,2
4647,Neshanic Station,2
4648,Eustace,2
4649,Pedricktown,2
4650,Bellmead,2
4651,Sioux City,2
4652,Archbald,2
4653,Bunnell,2
4654,Orient,2
4655,Attleboro Falls,2
4656,Grantsville,2
4657,Kathleen,2
4658,Lutherville,2
4659,Swartz Creek,2
4660,Star Junction,2
4661,Nassau Bay,2
4662,East Rochester,2
4663,Indian Wells,2
4664,Pattison,2
4665,Vanport,2
4666,Fort Montgomery,2
4667,Mickleton,2
4668,Oregon,2
4669,Kenosha,2
4670,Pebble Beach,2
4671,Perrine,2
4672,Alabaster,2
4673,Twain Harte,2
4674,Brier,2
4675,North Andover,2
4676,Gatesville,2
4677,Point Pleasant Beach,2
4678,Spotsylvania Courthouse,2
4679,De Leon Springs,2
4680,Oak Point,2
4681,Avonmore,2
4682,Patterson,2
4683,Twin Falls,2
4684,Pittsfield Charter Twp,2
4685,Leavenworth,2
4686,Cottleville,2
4687,Headland,2
4688,Clarks Summit,2
4689,Narrowsburg,2
4690,Orchards,2
4691,Noblesville,2
4692,East Lansdowne,2
4693,La Honda,2
4694,Uhland,2
4695,Avella,2
4696,Pace,2
4697,Fate,2
4698,Haddam,2
4699,East China,2
4700,Mico,2
4701,Idabel,2
4702,Hayden,2
4703,Maynard,2
4704,Gales Creek,2
4705,Yardville,2
4706,Villa Hills,2
4707,Coal Center,2
4708,Mt Freedom,2
4709,Welch,2
4710,Otto,2
4711,Frankenmuth,2
4712,Helen,2
4713,Clarion,2
4714,Palmerton,2
4715,Kokomo,2
4716,Blue Diamond,2
4717,Somersworth,2
4718,Verplanck,2
4719,Versailles,2
4720,Lyndora,2
4721,Hummelstown,2
4722,Conowingo,2
4723,Burton,2
4724,Olympic Valley,2
4725,Cypress Gardens,2
4726,Mendota,2
4727,Citrus Hills,2
4728,Wilmerding,2
4729,Taylorsville,2
4730,Amboy,2
4731,Ross Township,2
4732,Ripon,2
4733,East Marion,2
4734,Meriden,2
4735,Christoval,2
4736,Waynesville,2
4737,Malone,2
4738,Newton Lower Falls,2
4739,Reunion,2
4740,Parkersburg,2
4741,Louise,2
4742,St Lucie West,2
4743,Kittredge,2
4744,Vail,2
4745,Mill City,2
4746,Yukon,2
4747,Coleman,2
4748,Hoschton,2
4749,Spring Lake,1
4750,Elyria,1
4751,Gwynedd Valley,1
4752,Citrus Springs,1
4753,Gobles,1
4754,Fayette City,1
4755,Bluffton,1
4756,Centralia,1
4757,Hartsville,1
4758,Kendleton,1
4759,000 Houston,1
4760,Brookside Village,1
4761,Coral Hills,1
4762,Wellsville,1
4763,Township of Sumpter,1
4764,San Gregorio,1
4765,Fenelton,1
4766,Cool Valley,1
4767,Pottsville,1
4768,Fombell,1
4769,Clifton Park,1
4770,1025 Westminster,1
4771,Muenster,1
4772,Oldenburg,1
4773,Tremont,1
4774,New Ulm,1
4775,Marshall,1
4776,Buchanan Dam,1
4777,Littlefield,1
4778,Kearny Mesa,1
4779,Weldon Spring,1
4780,Wendel,1
4781,Braddock Heights,1
4782,Dorothy,1
4783,Central Point,1
4784,Denham Springs,1
4785,Patrick AFB,1
4786,Smoketown,1
4787,Grosse Pointe Shores,1
4788,Richburg,1
4789,Austintown,1
4790,Saugerties,1
4791,Rockville Center,1
4792,Gwynedd,1
4793,Sunfish Lake,1
4794,Nowthen,1
4795,Dickerson Run,1
4796,Emsworth,1
4797,Slovan,1
4798,Smock,1
4799,Mar Vista,1
4800,Slatington,1
4801,Muncy,1
4802,1 Evanston St Houston,1
4803,North De Land,1
4804,Stewartville,1
4805,Center Ossipee,1
4806,06 Sarasota,1
4807,Zephyr Cove,1
4808,Ship Bottom,1
4809,Chapin,1
4810,Hearne,1
4811,Round Lake Park,1
4812,Talladega,1
4813,Centuria,1
4814,West Allis,1
4815,Panhandle,1
4816,Jeffersontown,1
4817,Temescal Valley,1
4818,500 Walnut Creek,1
4819,325 Laurel,1
4820,Pierce,1
4821,Dumas,1
4822,Kiamesha Lake,1
4823,Auberry,1
4824,Balsam Lake,1
4825,Fort McDowell,1
4826,Eglin AFB,1
4827,Scarborough,1
4828,Lucerne Valley,1
4829,5499 Hilliard,1
4830,Vineyard Haven,1
4831,Warson Woods,1
4832,Wescosville,1
4833,Ridgedale,1
4834,Marianna,1
4835,Bloomsburg,1
4836,Pine City,1
4837,Claridge,1
4838,Cornwall,1
4839,Brodheadsville,1
4840,Jenner,1
4841,Louisburg,1
4842,Pluckemin,1
4843,Sea Ranch Lakes,1
4844,Seven Mile,1
4845,Savoy,1
4846,Wynwood,1
4847,East Hemet,1
4848,DeKalb,1
4849,Cedar Rapids,1
4850,Whitaker,1
4851,Marquette,1
4852,Hadlyme,1
4853,Mt Aukum,1
4854,Flowood,1
4855,Bluff City,1
4856,Lake Clarke Shores,1
4857,Winkelman,1
4858,Palmview,1
4859,South Tucson,1
4860,Tortilla Flat,1
4861,178 Burnsville,1
4862,Dwight,1
4863,Cecilton,1
4864,Rose Hill,1
4865,Bismarck,1
4866,Elizabethtown,1
4867,601 42nd Ave N,1
4868,Hecker,1
4869,Brevard,1
4870,0000 Veterans Memorial Hwy Austell,1
4871,Campton Hills,1
4872,Berryville,1
4873,South Burlington,1
4874,Great Meadows,1
4875,Cornell,1
4876,Sandyston,1
4877,South Berwick,1
4878,Mountain Center,1
4879,Brookeland,1
4880,Holtwood,1
4881,Dillon Beach,1
4882,271 Main Street New Paltz,1
4883,Bardwell,1
4884,Symmes Township,1
4885,East Wilton,1
4886,Paola,1
4887,Shady Hills,1
4888,Galeton,1
4889,Murchison,1
4890,North Tonawanda,1
4891,Alta,1
4892,Zionsville,1
4893,Pikeville,1
4894,Roxboro,1
4895,Rillito,1
4896,Slinger,1
4897,Jamesburg,1
4898,2435 N. LOMA AVE S. EL MONTE,1
4899,Palm Beach Shores,1
4900,Zion,1
4901,Huron,1
4902,Tuba City,1
4903,Colora,1
4904,Sadsburyville,1
4905,Lake Villa,1
4906,Yankeetown,1
4907,Bellefontaine Neighbors,1
4908,Saddlebrooke,1
4909,75 Bellevue,1
4910,Allamuchy Township,1
4911,Hillandale,1
4912,Dudley,1
4913,Herriman,1
4914,San Martin,1
4915,Olyphant,1
4916,Cambria,1
4917,Alma,1
4918,Airway Heights,1
4919,Eden,1
4920,Gretna,1
4921,Gotha,1
4922,Jenison,1
4923,Turtle Lake,1
4924,Bushkill,1
4925,Industry,1
4926,Feeding Hills,1
4927,Crosswicks,1
4928,Muscle Shoals,1
4929,Barksdale AFB,1
4930,Pittsgrove Township,1
4931,Cortlandt Manor,1
4932,Chalkhill,1
4933,Northwest Plaza,1
4934,Russellville,1
4935,Morris Park,1
4936,Los Lunas,1
4937,Suttons Bay,1
4938,Balm,1
4939,Sudlersville,1
4940,Hurricane,1
4941,Vandalia,1
4942,Roman Forest,1
4943,Birch Harbor,1
4944,Buna,1
4945,Lugoff,1
4946,Leadville,1
4947,Whitehouse Sta,1
4948,Rural Ridge,1
4949,Ona,1
4950,Rimrock,1
4951,Rindge,1
4952,Wollaston,1
4953,Easthampton,1
4954,Symmes,1
4955,Buena Vista,1
4956,Tabor,1
4957,Pomeroy,1
4958,Stockertown,1
4959,Spanish Lake,1
4960,176 New York,1
4961,Nobleton,1
4962,Slidell,1
4963,Withamsville,1
4964,West Fargo,1
4965,Oregonia,1
4966,Sanger,1
4967,Social Circle,1
4968,Cashmere,1
4969,St Lawrence,1
4970,Sun Prairie,1
4971,New Monmouth,1
4972,Gladewater,1
4973,Los Fresnos,1
4974,Manasquan,1
4975,Manhasset Hills,1
4976,Fairway,1
4977,Bay Lake,1
4978,Greater Landover,1
4979,Fox Chapel,1
4980,Stafford Township,1
4981,Machias,1
4982,Apple Springs,1
4983,Pass Christian,1
4984,Red Bluff,1
4985,Gilgo Beach,1
4986,Alba,1
4987,Blooming Grove,1
4988,North Hempstead,1
4989,Coto De Caza,1
4990,Concord Township,1
4991,Kersey,1
4992,Elwyn,1
4993,Braden River,1
4994,Dickson,1
4995,Hildebran,1
4996,Packwood,1
4997,Westover,1
4998,Sublimity,1
4999,Bolling AFB,1
5000,Standish,1
5001,Millbourne,1
5002,Foxton,1
5003,Loch Raven,1
5004,Skykomish,1
5005,Graton,1
5006,5 Schaumburg,1
5007,Arden,1
5008,2063 Mesquite,1
5009,Kempton,1
5010,Southaven,1
5011,Owatonna,1
5012,Bergheim,1
5013,Chatt Hills,1
5014,Tolovana Park,1
5015,1299 Riverside,1
5016,Loughman,1
5017,1750 Fairfax,1
5018,Rescue,1
5019,Mosby,1
5020,Flagler Beach,1
5021,Bridal Veil,1
5022,Kimball,1
5023,Tylersport,1
5024,Highlandtown,1
5025,Gahanna,1
5026,Rushland,1
5027,Jacumba Hot Springs,1
5028,Lake Katrine,1
5029,Lawton,1
5030,Crawfordville,1
5031,Ruther Glen,1
5032,Holicong,1
5033,9281 Fremont,1
5034,Maydelle,1
5035,West College Corner,1
5036,Glen Echo,1
5037,Pilot Mountain,1
5038,Aripeka,1
5039,Oldwick,1
5040,Sharpes,1
5041,Chester Heights,1
5042,Basalt,1
5043,Chaptico,1
5044,Bluff Dale,1
5045,Kendalia,1
5046,Nashua,1
5047,Lower Level,1
5048,Getzville,1
5049,Swatara,1
5050,Spring Church,1
5051,Scottsmoor,1
5052,Noank,1
5053,Jefferson Valley,1
5054,Campus,1
5055,Shenandoah Junction,1
5056,Lumberville,1
5057,Orange Springs,1
5058,Hopwood,1
5059,Coloma,1
5060,Upper Providence Township,1
5061,Addyston,1
5062,Lumberton Rd,1
5063,CROSSING,1
5064,100 Oak Brook,1
5065,West Concord,1
5066,Barkhamsted,1
5067,Rio Oso,1
5068,Lytle Creek,1
5069,Carson City,1
5070,Vineyard,1
5071,Rickreall,1
5072,Rollinsville,1
5073,Minot,1
5074,Emporia,1
5075,Shawnee Mission,1
5076,Ridgeland,1
5077,Crown King,1
5078,Elmwood Place,1
